name,category,latitude,longitude,cluster_label,is_hotspot
Delhi Organic Farmers Market (DOFM),supermarket,28.6211627,77.2109121,0,True
Bombay Fruit Store,convenience,28.6004338,77.227423,1,True
Travel Yoga Cafe,cafe,28.6357531,77.2205669,0,True
Krishna Store,supermarket,28.6293912,77.2324843,0,True
HP COCO Fuel Station,fuel,28.5996071,77.1958058,-1,False
Parikrama - The Revolving Restaurant,restaurant,28.6287272,77.2229395,0,True
Chanderlok Building Bank Of India Govt Business Department,bank,28.6244261,77.2197964,0,True
Indian Overseas Bank,bank,28.6241327,77.2139025,0,True
Arvind Medicare,other,28.6311711,77.2170294,0,True
General Williams Hospital,other,28.6267808,77.2182706,0,True
UCO Bank,bank,28.6243135,77.2301541,0,True
Shyam Bakery,restaurant,28.6302728,77.1796827,-1,False
Sanjay Gandi Hospital,other,28.6337619,77.1700493,-1,False
Rohan Hotel,restaurant,28.6310878,77.1828001,-1,False
Manish Cafe,cafe,28.6296999,77.1797945,-1,False
Starbucks,cafe,28.600863,77.2270634,1,True
Cafe Coffee Day,cafe,28.6267988,77.2197099,0,True
Yes Bank,bank,28.6274298,77.2198655,0,True
Canara Bank,bank,28.6282217,77.2198897,0,True
Big Bazaar,mall,28.6738437,77.1697399,-1,False
Nik Baker's,restaurant,28.6304108,77.2198181,0,True
Canara Bank,bank,28.6349683,77.2190751,0,True
Bharat Petroleum,fuel,28.6417754,77.2338061,2,False
Unknown,other,28.6589497,77.2359195,2,False
Canara Bank,bank,28.6430476,77.2407235,2,False
Kotak Mahindra Bank,bank,28.6630786,77.232378,-1,False
Punjab & Sind Bank,bank,28.6638459,77.2316323,-1,False
24Seven,convenience,28.643798,77.2406593,2,False
Kotak Mahindra Bank,bank,28.6441723,77.2406365,2,False
Axis Bank,bank,28.6444383,77.2406057,2,False
Punjab National Bank,bank,28.6459957,77.2405293,2,False
Canara Bank,bank,28.6348361,77.2194004,0,True
ICICI Bank,bank,28.6316309,77.2230707,0,True
Unknown,bank,28.6286587,77.225828,0,True
Punjab & Sind Bank,bank,28.629755,77.220236,0,True
Punjab National Bank,bank,28.6303447,77.2220792,0,True
24Seven,convenience,28.6304116,77.2174503,0,True
Barbeque Nation,restaurant,28.6303516,77.2207134,0,True
Blues,restaurant,28.6303321,77.2206386,0,True
Castle's Barbeque,restaurant,28.6303565,77.22068,0,True
Taste of China,restaurant,28.6303371,77.2206681,0,True
Ardor 2.1,restaurant,28.6302128,77.2201334,0,True
Brown Sugar,bakery,28.6303647,77.2208543,0,True
DS Dosa Factory,restaurant,28.6303457,77.2208085,0,True
Talli Station Rajendra Place,restaurant,28.6433841,77.1777613,0,True
Federal Bank,bank,28.6434108,77.172389,0,True
State Bank of India,bank,28.6445925,77.1705075,0,True
Karol Bagh Terminal,bus_station,28.6480292,77.2008439,0,True
Major's Den,hotel,28.6410628,77.2117303,0,True
Bharat Petroleum,fuel,28.6709608,77.226134,7,False
Hindustan Petroleum,fuel,28.6700559,77.2263858,7,False
Unknown,hotel,28.645881,77.1866315,0,True
Union bank of India,bank,28.6564863,77.224811,2,False
Punjab National Bank,bank,28.6568518,77.2251484,2,False
Axis Bank,bank,28.6568022,77.2236461,2,False
Cafe Coffee Day,cafe,28.6339819,77.2185238,0,True
The Grace House,hotel,28.6422478,77.2104551,0,True
Kallu Nihari,restaurant,28.6421676,77.2373339,2,False
Blue Pearl,hotel,28.6452808,77.2157696,0,True
Unknown,cafe,28.644045,77.2093712,0,True
Bank of India,bank,28.6313034,77.1980381,-1,False
Connaught Royale,hotel,28.6322817,77.2276687,0,True
Emarald,hotel,28.6325535,77.2272428,0,True
Unknown,parking,28.6243086,77.2151522,0,True
Federal Bank,bank,28.6322114,77.2225531,0,True
Silver Shine,hotel,28.6435769,77.2126052,0,True
The Prime Balaji Deluxe,hotel,28.6452304,77.2175467,0,True
Unknown,parking,28.5903085,77.2200626,-1,False
Veg Gulati,restaurant,28.6077855,77.2299247,1,True
Unknown,restaurant,28.607798,77.2296832,1,True
Have more,restaurant,28.6077919,77.2297742,1,True
Ichiban,restaurant,28.6077837,77.2298805,1,True
New Horizon School,other,28.5947172,77.2477028,8,False
Café Turtle,cafe,28.5903723,77.2524954,3,False
Arora Stores,convenience,28.5897532,77.252527,3,False
HP,fuel,28.5891733,77.2466782,3,False
Unknown,convenience,28.5906069,77.2524094,3,False
Luthra Chemist,pharmacy,28.5896915,77.2525296,3,False
Rohini General Store,convenience,28.5895585,77.2525244,3,False
Parkash Medicos,pharmacy,28.5895222,77.2525243,3,False
Hotel Sky Rich International,hotel,28.6454752,77.1894097,0,True
San Gimignano,restaurant,28.6254773,77.2184377,0,True
Farm Square,convenience,28.5999838,77.226251,1,True
Bloom Café & Cakery,cafe,28.5998699,77.2263436,1,True
Preet Medicos,pharmacy,28.6002519,77.2270265,1,True
Youplus,pharmacy,28.600632,77.2271857,1,True
Hotel Elegant,hotel,28.6467057,77.1904595,0,True
Hotel Paras,hotel,28.6473569,77.1892494,0,True
Anand Drug Store,pharmacy,28.6001292,77.2274321,1,True
Salerm Javed,restaurant,28.6009386,77.2272031,1,True
Swisston Palace,hotel,28.6454247,77.1895733,0,True
Punjab National Bank,bank,28.6002254,77.2274818,1,True
Cafe Delhi Heights,cafe,28.6002371,77.2274371,1,True
Anglow,restaurant,28.6002956,77.2272837,1,True
A-One Store,convenience,28.5881415,77.2168666,-1,False
Chido,restaurant,28.6323157,77.2226574,0,True
In & Out,convenience,28.5921924,77.2373349,-1,False
Chemist Shop,pharmacy,28.5916336,77.2434618,8,False
Vishal Mega Mart,supermarket,28.6479199,77.1911263,0,True
Jindal store,convenience,28.601557,77.2252213,1,True
Bhaja Govindam,restaurant,28.6412498,77.2359617,2,False
Kaushal Palace,hotel,28.64155,77.2126352,0,True
Le Roi Express,hotel,28.6414534,77.2135566,0,True
Meher,convenience,28.6004953,77.225811,1,True
Blue Pearl Hotel,hotel,28.6452768,77.2158468,0,True
Comfort Lodge,hotel,28.5895183,77.2524679,3,False
Dasaprakash,restaurant,28.6346728,77.2180409,0,True
Unknown,other,28.5947114,77.2476036,8,False
Harlequin,restaurant,28.6346501,77.2195319,0,True
Andhra Canteen,restaurant,28.6336017,77.2221648,0,True
Canara Bank,bank,28.6325263,77.2222745,0,True
Mount Fuji,restaurant,28.6330893,77.2221821,0,True
Ghoomar,restaurant,28.6349675,77.2201154,0,True
Guru Harkrishan Polyclinic Bangla Sahib,other,28.6267693,77.2092035,0,True
South Indian Bank,bank,28.6563989,77.2265968,2,False
Jammu and Kashmir Bank,bank,28.6568737,77.224514,2,False
Bandhan Bank,bank,28.6568061,77.2238005,2,False
Karur Vysya Bank,bank,28.6568221,77.2238605,2,False
RBL Bank,bank,28.6568118,77.225006,2,False
Hotel Adarsh Vegetarian,restaurant,28.6563053,77.224223,2,False
Indian Bank,bank,28.6564251,77.2257507,2,False
Chaska Ram,restaurant,28.6564617,77.2303249,2,False
The Brijwasi,restaurant,28.6567781,77.2242219,2,False
Tewari Brothers,bakery,28.6565823,77.2264645,2,False
Blue Tokai Coffee Roasters,cafe,28.5997174,77.2261777,1,True
The Big Chill,cafe,28.5997717,77.2261395,1,True
Unknown,hotel,28.6419247,77.2117123,0,True
Dhaba,restaurant,28.6342696,77.2190501,0,True
Unknown,cafe,28.630689,77.2209032,0,True
Canara Bank,bank,28.6299855,77.2260606,0,True
Cafe Coffee Day,cafe,28.633884,77.2184716,0,True
Nazeer Foods,restaurant,28.6429888,77.2214491,0,True
IRCTC Food Plaza,restaurant,28.6430383,77.2214437,0,True
Jan-Aahar,restaurant,28.642164,77.2215364,0,True
Jyoti Mahal A Royal Heritage Hotel,hotel,28.6419168,77.211783,0,True
Diggin,restaurant,28.6331447,77.2179838,0,True
Hotel The Oak Plaza New Delhi,hotel,28.6455507,77.2114121,0,True
HDFC Bank,bank,28.6006831,77.2276217,1,True
Axis Bank,bank,28.6004772,77.227831,1,True
Hotel Siddharth,hotel,28.640227,77.2138774,0,True
Berco's,restaurant,28.6321001,77.2213271,0,True
QBA,restaurant,28.6321251,77.2212883,0,True
Maddonna,hotel,28.6400083,77.1827795,0,True
NCCF,convenience,28.6335205,77.2195012,0,True
NCCF,convenience,28.6324674,77.219286,0,True
Starbucks,cafe,28.6452103,77.1954815,0,True
Bheemeshwara,restaurant,28.6315631,77.2162842,0,True
Bikkgane Biryani,restaurant,28.6315236,77.2161783,0,True
State Bank of India,bank,28.6317223,77.216345,0,True
Jugmug,cafe,28.6534474,77.2399354,2,False
Barista,cafe,28.632997,77.2190193,0,True
Cafe Museo,cafe,28.6109435,77.2194122,0,True
South Indian Food,restaurant,28.6024732,77.2280844,1,True
Qureshi kabab,restaurant,28.6025531,77.2281292,1,True
Guru Kirpa Restaurant,restaurant,28.6562798,77.2329761,2,False
Unknown,parking,28.6200263,77.2417091,-1,False
Swagat,restaurant,28.6410098,77.2104547,0,True
State Bank of India,bank,28.6445453,77.1904718,0,True
Brahmin's Pure veg,restaurant,28.6459236,77.215431,0,True
Café Brownie (coffee),cafe,28.645817,77.2154412,0,True
Kotak Mahindra Bank,bank,28.6441476,77.1712831,0,True
Karnataka Bank,bank,28.6336824,77.2169663,0,True
Bank of India,bank,28.6349355,77.2189047,0,True
Punjab National Bank,bank,28.6346813,77.2183109,0,True
Chai 24/7,cafe,28.6347571,77.2184665,0,True
Monginis,bakery,28.6346218,77.2207011,0,True
Bank of Baroda,bank,28.6329073,77.216686,0,True
The Art of Dumpling,restaurant,28.6332625,77.2166944,0,True
CSB Bank,bank,28.6327615,77.2166213,0,True
Unknown,cafe,28.6307063,77.2156133,0,True
Café Bamboo Oasis,cafe,28.5941514,77.2609769,3,False
Gumbad Cafe,restaurant,28.6516779,77.2327739,2,False
Unknown,cafe,28.5984992,77.2460848,-1,False
Naivedyam,restaurant,28.6324882,77.2161512,0,True
Karol Bagh Terminal,bus_station,28.648275,77.2008227,0,True
Coffee Break,cafe,28.5908601,77.2563801,3,False
Federal Bank,bank,28.645968,77.196814,0,True
Gokulam,restaurant,28.6289157,77.2197583,0,True
Punjab Grill,restaurant,28.6284596,77.2197378,0,True
ICICI Bank,bank,28.6286352,77.2197381,0,True
Amar,hotel,28.6406162,77.2100622,0,True
Namoh,hotel,28.6406164,77.2101574,0,True
Xero Degrees,cafe,28.6328859,77.2227714,0,True
HDFC Bank,bank,28.6328496,77.2227651,0,True
Hotel Bright,hotel,28.6328135,77.2227621,0,True
Union Bank of India,bank,28.6327451,77.2227537,0,True
HDFC Bank,bank,28.6444389,77.2004624,0,True
Bikanervala,restaurant,28.6391042,77.2084744,0,True
Fat Tiger,restaurant,28.639207,77.2083127,0,True
24Seven,convenience,28.6392221,77.208287,0,True
Barista,cafe,28.6482157,77.2001362,0,True
California Burrito,restaurant,28.6481858,77.2001834,0,True
Off Campus,restaurant,28.5884383,77.1687482,6,False
QD All Day Diner,restaurant,28.5886052,77.1690217,6,False
Pizza Hut,restaurant,28.5883016,77.1685409,6,False
Love Bite Cafe,cafe,28.588688,77.1691745,6,False
Igniter Cafe,cafe,28.588414,77.1686436,6,False
Café 69,cafe,28.5886031,77.1689683,6,False
Café Sandoz,restaurant,28.5887593,77.169349,6,False
Ricos,cafe,28.5885827,77.1690539,6,False
Awarapan Cafe,cafe,28.5884966,77.1688106,6,False
Wrap O Burger,restaurant,28.5884365,77.1686906,6,False
Immortal Gaming Cafe,cafe,28.5879768,77.1688142,6,False
Best Print,convenience,28.5878707,77.168874,6,False
Tirupati Bhawan,cafe,28.6333646,77.2226483,0,True
IGL,fuel,28.6417761,77.2259725,0,True
Unknown,other,28.6636,77.2069986,-1,False
Indraprastha Sehkari Bank,bank,28.6575262,77.2033099,-1,False
HP,fuel,28.6512729,77.2046862,-1,False
Punjab National Bank,bank,28.6459492,77.209867,0,True
State Bank of India,bank,28.6300407,77.2254919,0,True
Foodiez,restaurant,28.6296858,77.2260475,0,True
HDFC Bank,bank,28.6299332,77.2258282,0,True
Canara Bank,bank,28.6290813,77.2249334,0,True
Aditya Birla Capital,bank,28.6290137,77.2252225,0,True
RBL Bank,bank,28.6288659,77.2256733,0,True
Dhanlaxmi Bank,bank,28.6291263,77.2249525,0,True
Foodieez,restaurant,28.6289688,77.2247681,0,True
Unknown,convenience,28.6775104,77.2080437,-1,False
Unknown,convenience,28.6669797,77.2087908,-1,False
Need Corner,convenience,28.6669717,77.2088369,-1,False
Emporio Hotel (formerly Excellency),hotel,28.6441753,77.214868,0,True
Sheetal Snacks Point,convenience,28.626646,77.2329117,0,True
Himachal Bhawan Dining Hall,restaurant,28.6260814,77.2330264,0,True
ICICI Bank,bank,28.645047,77.2012362,0,True
ICICI Bank,bank,28.6439521,77.2013826,0,True
Del Bite,cafe,28.6440611,77.2014836,0,True
Bank of Baroda,bank,28.64426,77.2014351,0,True
Unknown,parking,28.6297334,77.2629485,-1,False
Hotel Bright,hotel,28.6328893,77.2227144,0,True
The House Of Commons,restaurant,28.6329669,77.2226585,0,True
The G.T. Road,restaurant,28.6329706,77.2226985,0,True
The Imperial Spice,restaurant,28.633035,77.2226864,0,True
Carmel Convent School,other,28.6013333,77.1881167,5,True
The Ashok Hotel,hotel,28.5970312,77.1957008,-1,False
Unknown,restaurant,28.6429981,77.2221821,0,True
Banwari Lal Charitable Trust Diagnostic Centre,other,28.6420044,77.2042941,0,True
Arpit Palace,hotel,28.6449876,77.1898486,0,True
Crossroads,restaurant,28.644963,77.1897926,0,True
Vinod Medicos,pharmacy,28.6377937,77.2114515,0,True
Apollo Pharmacy,pharmacy,28.6337258,77.2085135,0,True
Flavours Of China,restaurant,28.6344804,77.2175301,0,True
HDFC Bank,bank,28.63814,77.2109771,0,True
South Indian Bank,bank,28.6339108,77.2215847,0,True
Bank of India,bank,28.6325936,77.2167018,0,True
Indian Bank,bank,28.6325537,77.216701,0,True
J&K Bank,bank,28.6324968,77.2167179,0,True
Central Bank of India,bank,28.6324472,77.2167369,0,True
Indian Overseas Bank,bank,28.6329143,77.2221806,0,True
HDFC Bank,bank,28.6474998,77.1923348,0,True
Bandhan Bank,bank,28.6476251,77.1921758,0,True
Indian Bank,bank,28.6475785,77.1921406,0,True
AU Small Finance Bank,bank,28.6474925,77.1919734,0,True
Indian Overseas Bank,bank,28.647544,77.1918739,0,True
Punjab National Bank,bank,28.6458277,77.1920817,0,True
Swaran Palace,hotel,28.6462638,77.1889635,0,True
Hooter,restaurant,28.6467726,77.1878823,0,True
Citi Continental,hotel,28.6467726,77.1872938,0,True
Hotel Lucky INN,hotel,28.6465986,77.1876316,0,True
Hotel Magic Tree,hotel,28.6465659,77.1878716,0,True
Hotel Kashish Plaza,hotel,28.6465567,77.1875329,0,True
Golden DX,hotel,28.6465057,77.1876219,0,True
Goddess Acccmonodation,hotel,28.6464564,77.1876697,0,True
Star Palace,hotel,28.6463905,77.1878717,0,True
Nand Kartar Orchid Suites,hotel,28.64638,77.1878917,0,True
Grand President,hotel,28.6453682,77.1891857,0,True
Chawlas2,restaurant,28.6469386,77.1879658,0,True
Radhey Krishna Udupi Restaurant,restaurant,28.6470426,77.1881214,0,True
SR Medicos,pharmacy,28.6478782,77.1886384,0,True
Geeta Medicos,pharmacy,28.6480158,77.1887282,0,True
Shahi Store,convenience,28.6481003,77.1888169,0,True
cvsv,cafe,28.6610786,77.2273116,2,False
Unknown,convenience,28.626321,77.2072825,0,True
Unknown,convenience,28.6226251,77.2028415,-1,False
The Garden Restaurant,cafe,28.6188178,77.178503,-1,False
HP,fuel,28.5915129,77.17549,-1,False
Flavour of Southvaala,restaurant,28.647351,77.1918284,0,True
Amritsari Chaap Corner,restaurant,28.6545835,77.189109,0,True
Om Corner,restaurant,28.653992,77.1898706,0,True
RBL Bank,bank,28.6533614,77.19226,0,True
ICICI Bank,bank,28.6493692,77.1938736,0,True
HDFC Bank,bank,28.6493408,77.1938637,0,True
ICICI Bank,bank,28.6517334,77.1943078,0,True
Royal Comfort,hotel,28.6460413,77.1907977,0,True
HDFC Bank,bank,28.6562884,77.232749,2,False
Karim's,restaurant,28.5911564,77.2436745,8,False
Tirumala,restaurant,28.6307181,77.2204376,0,True
Five Star Guest House,hotel,28.6447128,77.2401573,2,False
Yes Bank,bank,28.6434739,77.240638,2,False
Nazeer Foods,restaurant,28.6441692,77.2401768,2,False
IndusInd Bank,bank,28.6434042,77.240645,2,False
ICICI Bank,bank,28.6433702,77.2406441,2,False
Rang Mahal Hotel,hotel,28.6472128,77.2400088,2,False
Hotel Oasis,hotel,28.6475497,77.2398592,2,False
Wall Street,hotel,28.6460456,77.2400966,2,False
Royal Afghan,hotel,28.6459521,77.2401008,2,False
Capital Small Finance Bank,bank,28.6451931,77.2405089,2,False
Kasturba Hospital,other,28.6485447,77.2385223,2,False
Punjab National Bank,bank,28.6235066,77.211871,0,True
Ajit Singh Harminder Singh Amritsari Papad and Badiyan,convenience,28.655645,77.2308187,2,False
Kotak Mahindra Bank,bank,28.6497144,77.2264167,2,False
State Bank of India,bank,28.6499077,77.2261794,2,False
Pandit Gaya Prashad Shiv Charan,restaurant,28.6560167,77.2303693,2,False
Canara Bank,bank,28.6506329,77.2251469,2,False
mahesh inn near new delhi railway station,hotel,28.6423423,77.2171563,0,True
Babu Ram Devi Dayal,restaurant,28.6560917,77.23067,2,False
Sharma Milk Point,cafe,28.6554802,77.229172,2,False
Unknown,cafe,28.6555667,77.2302182,2,False
Lutyens's,restaurant,28.6025053,77.2279312,1,True
Gola Sizzlers,restaurant,28.600109,77.2268124,1,True
Cafe  Vagabond by Saffron,restaurant,28.6457847,77.216007,0,True
Chillax And Relax,cafe,28.6567596,77.2256427,2,False
Mohabbat Ka Sharbat,convenience,28.6564334,77.2254509,2,False
HDFC bank,bank,28.6564446,77.2243483,2,False
Shiv Pharmaceuticals,pharmacy,28.6568226,77.2252891,2,False
Narang medical store,pharmacy,28.6564271,77.2256782,2,False
Dharamshala Rai Sahab Lala Lakshmi Narayan,hotel,28.6583727,77.2234784,2,False
Aggarwal Cold Drinks,convenience,28.6587599,77.2240571,2,False
Rai Sahab Seth Girdhari Lal,pharmacy,28.6587821,77.224527,2,False
L.N. Girdharri Lal,other,28.6587675,77.2237125,2,False
Novotel New Delhi City Centre,hotel,28.6468928,77.206444,0,True
State Bank of India,bank,28.639392,77.2084666,0,True
Cicchetti Italiano,restaurant,28.5998608,77.2263453,1,True
The Grammar Room,restaurant,28.6000106,77.2262255,1,True
Modi General Store,convenience,28.5999511,77.2262793,1,True
Sharda Store,convenience,28.5999168,77.2263048,1,True
Gulshan Da Dhaba,restaurant,28.6324913,77.2067022,0,True
R. K. Health Care,pharmacy,28.6324933,77.2067303,0,True
Aggarwal Rice Store,convenience,28.6332864,77.2062025,0,True
A M Store,convenience,28.633528,77.2064788,0,True
Flavours of Chaap,restaurant,28.6326424,77.2066112,0,True
Ration Store Siyaram and Co.,convenience,28.6332151,77.2061779,0,True
Chakna Junction,convenience,28.6335515,77.206498,0,True
Indian Overseas Bank,bank,28.6328593,77.2086314,0,True
Canara Bank,bank,28.6330762,77.2086634,0,True
Central Bank of India,bank,28.6327401,77.2086242,0,True
ICICI Bank,bank,28.633125,77.2086705,0,True
State Bank of India (Global),bank,28.6328172,77.2086299,0,True
Axis Bank,bank,28.632595,77.2086075,0,True
Kaleva All day Diner Family Restaurant,restaurant,28.6330218,77.2084316,0,True
Dayal Da Dhaba,restaurant,28.6324936,77.2066109,0,True
Medsurg Pharma,pharmacy,28.6328049,77.2072974,0,True
Unknown,convenience,28.6324107,77.2096025,0,True
Kendriya Bhandar,convenience,28.6349905,77.2040339,0,True
Canara Bank,bank,28.6486832,77.1778933,0,True
The Host,restaurant,28.6316962,77.2209454,0,True
Gupta Foods,restaurant,28.6307787,77.2207013,0,True
Siyam Store,convenience,28.6307529,77.2206002,0,True
Canara Bank,bank,28.6308652,77.2203632,0,True
Dr. Shroff Charity Eye Hospital,other,28.6459381,77.242051,2,False
HDFC,bank,28.6023239,77.1864616,5,True
Fig,restaurant,28.6023688,77.1863791,5,True
Fire & Ice,restaurant,28.6410473,77.214,0,True
Nellai Annapoorna,restaurant,28.6460767,77.1875244,0,True
Unknown,restaurant,28.6429879,77.2117488,0,True
German school,other,28.594099,77.1802814,-1,False
Diggin,cafe,28.5950905,77.1979808,-1,False
Cafe De Flora,cafe,28.5948908,77.1984828,-1,False
The Lodhi,hotel,28.5915262,77.238125,-1,False
Satguru Dhaba,restaurant,28.642225,77.2143627,0,True
Ero by Family Hotels,hotel,28.6418866,77.2150316,0,True
Nothing Before Coffee,cafe,28.6340619,77.2180117,0,True
Unknown,cafe,28.593059,77.2454576,8,False
Karan South Indian,restaurant,28.6422224,77.2182015,0,True
Leo,hotel,28.6433768,77.2146255,0,True
Unknown,restaurant,28.601876630166256,77.19979616312455,-1,False
Haveli Dharampura,hotel,28.653240463771432,77.23229792394918,2,False
St. Lawrence School,other,28.653080966492528,77.26946572205969,-1,False
Unknown,parking,28.617282387466094,77.2141748252857,0,True
Ram Manohar Lohia Hospital,other,28.6258846696936,77.20064369404483,-1,False
Kashmere Gate ISBT,bus_station,28.668715263168327,77.23039896709462,7,False
The British School,other,28.59748976104962,77.18027886877957,-1,False
Unknown,parking,28.597835499999995,77.179953,-1,False
Unknown,parking,28.643633417804914,77.21858659169274,0,True
Unknown,parking,28.64262325479556,77.21877189119779,0,True
Unknown,parking,28.642382541265377,77.22262162901708,0,True
Unknown,other,28.64341738665981,77.2269323121224,0,True
Unknown,parking,28.668388244654903,77.24899472001734,-1,False
Unknown,parking,28.607048595269752,77.24111581143082,4,False
Unknown,parking,28.621581524042853,77.23998068920679,0,True
Northern Railway Hospital,other,28.662163825926797,77.2199524482509,2,False
Sanskriti School,other,28.588870763384797,77.17703368729549,-1,False
Indian Bank,bank,28.629539219801984,77.21655655186254,0,True
Taj Palace Hotel,hotel,28.595469487747515,77.17060458615069,-1,False
Unknown,other,28.6255783432131,77.21040174890767,0,True
Unknown,parking,28.600421877656856,77.22654000552683,1,True
Unknown,parking,28.600182366237707,77.22557720496437,1,True
Unknown,parking,28.61096001746047,77.24664715854989,-1,False
J.D Tytler School,other,28.633540370420835,77.18430158075836,-1,False
"Springdales School, Pusa Road",other,28.644409734069257,77.19632838803346,0,True
"St. Michaels School, Pusa Road",other,28.644187859905955,77.19489420855396,0,True
Sir Ganga Ram Hospital,other,28.638485046874568,77.1896496655797,0,True
The Taj Mahal Hotel,hotel,28.604774018212712,77.22350621801503,1,True
Unknown,parking,28.5885535,77.25619255,3,False
Doctor B.L. Kapoor Memorial Hospital,other,28.6434996701383,77.17982643025559,0,True
Unknown,other,28.647866710354258,77.18138967320051,0,True
Unknown,other,28.677213452480537,77.19414797631651,-1,False
Unknown,other,28.645657811747142,77.19374594712373,0,True
Unknown,other,28.646441070110765,77.19449697364566,0,True
Saint Thomas' Girls Senior Secondary School,other,28.644950033333334,77.18894413333334,0,True
Unknown,other,28.654891029053413,77.18786879327524,0,True
Army Public School,other,28.600432212189528,77.16917716065116,-1,False
Primus Super Specialty Hospital,other,28.593138165984357,77.18123397807496,-1,False
American Embassy School,other,28.599006182950493,77.18233009227585,5,True
Ramakrishna Mission T.B.Clinic and Medical Centre,other,28.645897047845775,77.19604877066469,0,True
Unknown,parking,28.65096472244556,77.24037974862213,2,False
Sardar Vallabh Bhai Patel Hospital,other,28.647023003647167,77.16905320583216,0,True
Anglo Arabic Public School,other,28.645960330486584,77.22216081729105,0,True
Shafiq Memorial Sr Sec School,other,28.6586427213128,77.20555513521094,-1,False
Unknown,other,28.65673083365944,77.20610964208032,-1,False
Unknown,other,28.65982284661219,77.21226921961197,-1,False
Raghubir Saran Public School,other,28.658848598216146,77.20641300129857,-1,False
Unknown,other,28.645853994867572,77.24213725696177,2,False
Unknown,other,28.64852178367044,77.24211102699587,2,False
Unknown,other,28.641800140807096,77.24264689268871,2,False
Unknown,other,28.64765305981592,77.24181000879413,2,False
Unknown,other,28.644278793336966,77.24353661929901,2,False
HMDAV Senior Secondary School,other,28.645403050000002,77.24121375000001,2,False
Dr Shroff Charity Eye Hospital Training,other,28.647027124112093,77.24115308964898,2,False
Unknown,other,28.647057755632318,77.24207372398027,2,False
Anglo Sanskrit Victoria Jubilee Senior Secondary School,other,28.64770369140889,77.2410773571267,2,False
Unknown,other,28.64947532070095,77.2421372580413,2,False
बच्चों का घर,other,28.646230710155464,77.24115821022731,2,False
Tibetan Medical and Astro Institute,other,28.587854924800318,77.25154150369656,3,False
Unknown,parking,28.596880796860045,77.22300270653353,1,True
Unknown,parking,28.59228318740539,77.21653865104153,-1,False
Saint Columba's School,other,28.62933860493424,77.20594345940928,0,True
ITC Maurya,hotel,28.597130499999995,77.17364385,-1,False
The Metropolitan Hotel,hotel,28.63159802976269,77.20788956693997,0,True
Convent of Jesus and Mary,other,28.629080896223048,77.20736875407279,0,True
Khrist Raja School,other,28.629460589573053,77.20899550678894,0,True
Shivaji Stadium Bus Terminal,bus_station,28.632517449999998,77.2155255,0,True
Air Force Bal Bharati School,other,28.589633079555032,77.2269257880905,-1,False
Guru Nanak Eye Hospital,other,28.638302458354552,77.23223465283134,-1,False
Doctor Ambedkar Terminal (Dilli Gate),bus_station,28.639382800413298,77.24372280849558,2,False
Hindu Rao Hospital,other,28.67603763557198,77.2121804413867,-1,False
Modern School Barakhamba Road,other,28.62902962148244,77.22906769825067,0,True
Unknown,other,28.67607946064733,77.19376970692704,-1,False
Unknown,parking,28.61027492655587,77.23725370014205,1,True
Chowgule Public School,other,28.647486227491985,77.19990376138598,0,True
Dr. B.R. Ambedkar School of Specialised Excellence,other,28.645528437033782,77.19846932838561,0,True
Science Centre Cum Central Workshop,other,28.646444159024757,77.19916130093108,0,True
Sarvodaya Bal School,other,28.645704269087318,77.19975144174126,0,True
Nutan Marathi HS School,other,28.645433703545173,77.20805003770906,0,True
DAV School,other,28.643727706213685,77.20832282658391,0,True
Ramjas School,other,28.64451510824214,77.20859409071058,0,True
"Delhi Public School, Mathura Road",other,28.597238676339835,77.24250771296076,4,False
Rail Yatri Niwas,hotel,28.644468884938053,77.22267144878697,0,True
Unknown,other,28.645025023143283,77.21615505932043,0,True
The Park,hotel,28.628909502970238,77.21612878964307,0,True
Unknown,parking,28.659497501737633,77.22662962282325,2,False
Unknown,parking,28.659031249667496,77.22427320442694,2,False
Unknown,parking,28.66105820236161,77.2234970491583,2,False
Lycée Français de Delhi,other,28.60299454699194,77.22155409995983,1,True
Sardar Patel Vidyalaya,other,28.597033003203883,77.22651761403328,1,True
Junior School Ground,other,28.598023745265117,77.22663277746828,1,True
Ahuja Residency,hotel,28.6050512,77.24076880000001,4,False
HP,fuel,28.602133062992188,77.23000869297995,1,True
Sarvodaya Vidyalaya Jor Bagh,other,28.587996134797276,77.21884002635498,-1,False
Bharat Petroleum,fuel,28.59613785636134,77.2048642731404,-1,False
HP,fuel,28.596245903906432,77.20446467518397,-1,False
Indian Oil,fuel,28.631345573667005,77.20607207116105,0,True
Indian Oil,fuel,28.631024657588643,77.20564652589638,0,True
Hotel Alaska,hotel,28.646286498243704,77.19708603424007,0,True
Hotel Venus International,hotel,28.64314102639161,77.21037685503156,0,True
Union Bank of India,bank,28.64820738403859,77.1998318689481,0,True
Kotak Mahindra Bank,bank,28.643942978000382,77.20943453924649,0,True
Unknown,fuel,28.641171349999997,77.22898260000001,0,True
Indian Oil,fuel,28.629240850000002,77.21262144999999,0,True
Punjab National Bank,bank,28.663111150000006,77.20779475,-1,False
Unknown,parking,28.614918482202107,77.21042385897184,0,True
Unknown,parking,28.612782739440966,77.21031589768985,0,True
Unknown,parking,28.613254582130768,77.21034339363936,0,True
Unknown,parking,28.614439938538293,77.2104228060231,0,True
Unknown,parking,28.6150725,77.21138010000001,0,True
